year,Country_Name,Country_Code,Adolescent_fertility_rate_births_per_1_000_women_ages_15_19_,Age_dependency_ratio_of_working_age_population_,Age_population_age_0_female_interpolated,Age_population_age_0_male_interpolated,Age_population_age_01_female_interpolated,Age_population_age_01_male_interpolated,Age_population_age_02_female_interpolated,Age_population_age_02_male_interpolated,Age_population_age_03_female_interpolated,Age_population_age_03_male_interpolated,Age_population_age_04_female_interpolated,Age_population_age_04_male_interpolated,Age_population_age_05_female_interpolated,Age_population_age_05_male_interpolated,Birth_rate_crude_per_1_000_people_,Death_rate_crude_per_1_000_people_,Fertility_rate_total_births_per_woman_,GDP_current_US_,GDP_per_capita_Current_US_,Inflation_consumer_prices_annual_,Life_expectancy_at_birth_female_years_,Life_expectancy_at_birth_male_years_,Population_ages_0_14_female,Population_ages_0_14_of_total_,Population_ages_15_64_female,Population_ages_15_64_male,Population_ages_15_64_of_total_,Population_ages_15_64_total,Population_ages_65_and_above_female,Population_ages_65_and_above_of_total_,Population_female,Population_female_of_total_,Population_total,GDP_growth_annual_
1960,Denmark,DNK,44.1754,55.7884875229111,38797,40519,36505,38452,35003,37117,34189,36418,33961,36259,34218,36545,16.6,9.5,2.57,6248946880.2777,1364.51716017255,1.25523012552926,74,70.44,561643,25.2077830198461,1484063,1455561,64.1895911048458,2939628,261702,10.6026258753081,2307409,50.384481976923,4579603,NA
1961,Denmark,DNK,45.0442,55.5909771351436,39700,41292,38292,40044,36372,38315,35103,37192,34406,36599,34203,36461,16.6,9.4,2.55,6933842098.84548,1503.53701342816,3.45162858557826,74.4,70.57,560269,24.9658270313546,1495246,1468735,64.2710803382815,2963981,268492,10.7630926303639,2324007,50.3938533519635,4611687,6.37883247557396
1962,Denmark,DNK,45.913,55.223348726329,40226,41731,37831,39555,37831,39612,36280,38219,35242,37306,34663,36818,16.7,9.8,2.55,7812968114.40012,1681.0299129876,7.37781954818462,74.43,70.31,557581,24.6500260466741,1509267,1484952,64.4232973841912,2994219,275846,10.9266765691347,2342694,50.4051649470323,4647727,5.66682217271799
1963,Denmark,DNK,45.5242,54.7983021527104,40386,41866,38443,40095,36967,38763,37392,39205,36209,38147,35403,37444,17.6,9.8,2.67,8316692385.77386,1775.37038468789,6.1050328230293,74.48,70.42,554298,24.3098202219714,1523949,1502241,64.6001870567245,3026185,283448,11.089992721304,2361695,50.4152663878237,4684483,0.637021234202422
1964,Denmark,DNK,45.1354,54.4676687612058,40240,41780,38877,40520,37758,39496,36868,38693,36949,38799,36135,38078,17.7,9.9,2.6,9506678762.77765,2013.24307693268,3.09278350515452,74.79,70.29,552010,24.0140790057814,1537736,1519265,64.7384669710513,3056997,291111,11.2474540231674,2380857,50.4197519573429,4722072,9.26993821451796
1965,Denmark,DNK,44.7466,54.2976929007692,39855,41547,39066,40779,38325,40071,37641,39431,37026,38867,36491,38388,18,10.1,2.61,10678897387.0006,2243.93159483536,5.44999999925048,74.65,70.2,551172,23.7908311381673,1549424,1534888,64.8097872894636,3084306,298708,11.3993815723691,2399304,50.4160206332958,4759012,4.55525481407099
1966,Denmark,DNK,44.3578,54.4281158469516,39189,41132,39680,41395,39014,40735,38350,40094,37706,39488,37100,38932,18.4,10.3,2.62,11721248101.0874,2443.2597913502,7.06495969658814,74.79,70.21,552603,23.6587319010768,1558277,1548269,64.755059275674,3106547,307135,11.5862088232492,2418014,50.4027848749948,4797381,2.74091010903237
1967,Denmark,DNK,43.969,54.5830272269995,38256,40547,38594,40681,39519,41261,38975,40708,38387,40134,37782,39563,16.8,9.9,2.35,12788479692.1939,2644.7866468916,8.20785355844021,75.35,70.61,554141,23.5442133619441,1566467,1561535,64.6901579385697,3127998,315546,11.7656286994862,2436154,50.3821182801263,4835354,3.42160509181338
1968,Denmark,DNK,40.693,54.7833664807843,37205,39843,38056,40382,38555,40646,39359,41128,38937,40682,38427,40176,15.3,9.7,2.12,13196541952,2712.61240033933,8.00520710366456,75.58,70.78,555159,23.4527959740801,1571307,1571727,64.6064337777441,3143027,323486,11.9407702481757,2449952,50.3599311888097,4864883,3.97494770207751
1969,Denmark,DNK,37.417,55.0128542035765,36243,39095,37479,39968,38307,40512,38776,40770,39194,40983,38895,40645,14.6,9.8,2,15009384584.5333,3068.23674114413,3.48791924395204,75.7,70.86,556276,23.3728921184718,1575034,1580747,64.5107832949706,3155777,331441,12.1163245865575,2462751,50.3438560166587,4891860,6.32248500839432
1970,Denmark,DNK,34.141,55.2481273393493,35514,38362,36963,39477,37991,40237,38644,40686,38972,40866,39023,40819,14.4,9.8,1.95,17075466666.6667,3464.45699527623,6.51484141652983,75.93,70.88,558729,23.2909525208766,1582026,1592736,64.4130148982782,3174761,340363,12.2960325808453,2481117,50.3396002505658,4928757,2.73521811779128
1971,Denmark,DNK,30.865,55.5518015406227,35140,37748,35826,38574,37079,39562,37982,40244,38572,40653,38885,40826,15.2,9.8,2.04,19085681968.1403,3845.49615869923,5.86986959071901,76.16,70.8,559506,23.1754364679322,1588981,1601684,64.287263274619,3190658,350367,12.5373002574489,2498855,50.3484147456577,4963126,3.00503299618597
1972,Denmark,DNK,27.589,55.8717863284508,35019,37164,36259,38419,36119,38763,37175,39624,37954,40225,38480,40596,15.1,10.1,2.03,23232411897.6012,4654.30533592887,6.56236090256546,76.21,70.8,560509,23.0769539044425,1593765,1608613,64.1552848125235,3202373,359914,12.767761283034,2514189,50.3684462897985,4991596,3.92934382503836
1973,Denmark,DNK,26.2812,56.1466164653733,34975,36565,35912,37761,36683,38715,36401,38935,37259,39667,37913,40189,14.3,10.1,1.92,30730638895.7765,6119.37265801991,9.30338297973668,76.53,70.97,561737,22.9678899667706,1599504,1616625,64.0423794079942,3216119,369607,12.9897306252352,2530848,50.3966218924442,5021861,4.09292523611968
1974,Denmark,DNK,24.9734,56.2889189160724,34755,35877,35437,37005,36059,37953,36616,38732,36680,39098,37341,39702,14.1,10.2,1.9,34160363582.6675,6770.73392957193,15.2752062218394,76.82,70.94,560957,22.8106610460269,1604430,1623767,63.9840687711138,3228186,378872,13.2052701828592,2544259,50.4283223770796,5045297,-1.12241166400788
1975,Denmark,DNK,23.6656,56.2562747418998,34180,35050,34758,36146,35337,37111,35905,37948,36450,38662,36960,39255,14.2,10.1,1.92,40474400473.3563,7999.11153176832,9.60561207538674,77.01,71.28,557276,22.5866721288064,1608381,1629800,63.99742115369,3238181,387556,13.4159067175035,2553213,50.4601370288092,5059862,-1.45654173447139
1976,Denmark,DNK,22.3578,56.2379589683221,33223,34143,34170,35148,34806,36214,35418,37159,36000,37985,36544,38695,12.9,10.6,1.75,44575847808.1059,8787.58091677434,9.01029083562227,76.69,70.93,553063,22.3458440581847,1612184,1634535,64.0049223943556,3246711,395965,13.6492335474597,2561213,50.4911771918079,5072596,5.92457456657083
1977,Denmark,DNK,21.05,56.024062767531,31965,33154,32856,34298,34164,35239,34856,36275,35503,37200,36099,38014,12.2,9.9,1.66,49784281716.4179,9783.84085831334,10.9222378100329,77.68,71.73,547026,22.0372980815355,1619207,1642101,64.0926850753721,3261304,404537,13.8700168430924,2570770,50.5219785016781,5088419,1.87028858991476
1978,Denmark,DNK,19.2538,55.6356801854365,30520,32076,31709,33274,32806,34397,34154,35322,34904,36328,35584,37232,12.2,10.4,1.67,60362854966.8154,11826.0035497522,10.2136545710405,77.42,71.51,539291,21.6710602795864,1628070,1651539,64.2526258931559,3279613,412947,14.0763138272576,2580308,50.5521760309279,5104248,2.22630861034912
1979,Denmark,DNK,17.4576,55.1085817455835,29058,30903,30503,32156,31805,33339,32971,34448,34131,35396,34937,36372,11.6,10.7,1.6,70366280174.8717,13752.0064147251,9.61105037907119,77.4,71.19,530349,21.2669918399315,1637098,1661749,64.4709689380541,3298851,420714,14.2620392220145,2588161,50.581621037015,5116801,3.86905642439699
1980,Denmark,DNK,15.6614,54.4651428681696,27722,29655,29299,30948,30715,32180,31980,33345,33103,34441,34091,35463,11.2,10.9,1.55,71127592753.5975,13883.8996463609,12.3053240760182,77.18,71.17,520314,20.8351963184616,1644960,1671663,64.7395317475109,3316624,427487,14.4252719340274,2592761,50.6099499506728,5123027,-0.482992254274009
1981,Denmark,DNK,13.8652,53.7720536619843,26560,28288,27887,29704,29357,30957,30706,32162,31937,33314,33051,34406,10.4,11,1.44,61877755004.6326,12081.7895373984,11.7673874344182,77.36,71.25,508448,20.3637525076591,1651720,1678885,65.0313211056216,3330626,433250,14.6049263867194,2593418,50.6371534444059,5121572,-0.666133022433087
1982,Denmark,DNK,12.069,52.9452619127952,25522,26848,27004,28253,28040,29751,29402,30964,30683,32143,31879,33282,10.3,10.8,1.43,60412846238.7787,11804.4331928655,10.1208256779823,77.65,71.6,496119,19.8661851847298,1658681,1687461,65.3828774889238,3346171,438001,14.7509373263465,2592801,50.6623109220161,5117810,3.68465082595613
1983,Denmark,DNK,11.499,52.0470004272171,24755,25613,26023,27011,27264,28369,28185,29801,29440,30974,30652,32127,9.9,11.2,1.38,60644833242.2089,11857.9021207038,6.90822881158847,77.55,71.44,483705,19.3559974427725,1666137,1697467,65.7691303258238,3363629,442288,14.8748722314037,2592130,50.6839880483014,5114297,2.59606121239069
1984,Denmark,DNK,10.929,51.1769283071746,24430,24952,25370,26176,26368,27402,27411,28621,28328,29852,29474,30984,10.1,11.2,1.4,59105208272.9853,11562.913486507,6.29077936023767,77.62,71.65,471604,18.8614749871874,1673423,1707782,66.1476668169125,3381217,446596,14.9908581959,2591623,50.7006277297644,5111619,4.16615126247693
1985,Denmark,DNK,10.359,50.4110375547347,24651,25103,25154,25926,25811,26833,26597,27807,27491,28835,28468,29902,10.5,11.4,1.45,62658544411.3095,12253.0955451375,4.6787514518325,77.47,71.53,460641,18.4099191219502,1681071,1718743,66.4844826497294,3399811,451478,15.1055982283204,2593189,50.7107004937185,5113691,4.00368557503032
1986,Denmark,DNK,9.789,49.7916299783702,25501,26199,24855,25400,25269,26063,25867,26868,26622,27789,27505,28803,10.8,11.3,1.48,88078729452.4781,17201.0828270017,3.67818411863458,77.53,71.77,450740,17.9791528542383,1689324,1729120,66.7594131923216,3418438,456746,15.2614339534401,2596811,50.7136663443895,5120534,4.90425268590032
1987,Denmark,DNK,9.219,49.3457741926933,26870,28070,26141,27323,25047,25682,25372,26184,25912,26886,26634,27753,11,11.3,1.5,109414353171.645,21340.7140617334,4.01999345683155,77.79,71.74,442747,17.6465921231155,1695581,1737404,66.9587165205245,3432989,461582,15.39469135636,2599910,50.7099276530002,5127024,0.254226111881735
1988,Denmark,DNK,9.1554,49.0178277546128,28543,30353,27148,28669,26237,27541,25234,25958,25470,26299,25951,26898,11.5,11.5,1.56,115552848547.872,22527.0471030545,4.53513301015726,77.64,72.04,436097,17.3935629517256,1699148,1743053,67.1060730616517,3442217,465476,15.5003639866228,2600721,50.701091393519,5129516,-0.0136300024882701
1989,Denmark,DNK,9.0918,48.7232922343958,30217,32541,28296,30120,26923,28367,26045,27219,25427,26244,25572,26424,12,11.6,1.62,112409236409.401,21901.0575177777,4.77272342435524,77.75,71.99,430803,17.1904277301344,1702316,1748768,67.2389720723356,3451103,468552,15.57060019753,2601671,50.6892106249033,5132594,0.645214979195558
1990,Denmark,DNK,9.0282,48.4346469806285,31659,34256,29450,31466,27791,29362,26632,27882,25927,26964,25627,26546,12.3,11.9,1.67,138247261092.977,26891.4416399373,2.64160306382,77.73,72.02,427228,17.0289907928533,1706914,1756522,67.3697242718749,3463436,471072,15.6012849352718,2605214,50.6758356209361,5140939,1.47524472572842
1991,Denmark,DNK,8.9646,48.4204103411428,32782,35314,31413,33865,29469,31438,27972,29560,26893,28192,26200,27295,12.5,11.6,1.68,139224732275.463,27011.3858910492,2.39515331724414,77.98,72.47,428129,17.036230326516,1711570,1761179,67.3761781975546,3472769,471555,15.5875914759293,2611254,50.6616803487784,5154298,1.39365602871277
1992,Denmark,DNK,8.901,48.3451275215223,33666,35898,31656,33600,31187,33508,29505,31442,28171,29788,27170,28531,13.1,11.8,1.76,152915624326.966,29569.6545261635,2.09604442933213,77.96,72.56,429901,17.0503224309456,1717834,1768181,67.4103622634942,3486039,471393,15.5393153055601,2619128,50.6466983290065,5171370,1.95701156603785
1993,Denmark,DNK,8.7222,48.2774407233509,34253,36064,32643,34437,31223,32977,30970,33170,29551,31463,28378,30033,13,12.1,1.75,143195607581.857,27597.971483378,1.25785667953261,77.77,72.59,432778,17.0980950315003,1723878,1775379,67.441148105608,3499270,470402,15.4607568628917,2627058,50.6310751154218,5188628,0.0106594282643044
1994,Denmark,DNK,8.5434,48.2851945200735,34498,35935,33392,35049,32303,34093,31252,33100,30754,32831,29597,31485,13.4,11.7,1.81,156162311731.598,29995.5652189509,1.99201463809523,78.1,72.78,437099,17.2050380958119,1729170,1781752,67.4376081057173,3510923,468825,15.3573537984708,2635094,50.6147370327828,5206180,5.33244864504584
1995,Denmark,DNK,8.3646,48.3810100587386,34392,35621,33826,35409,33120,34937,32312,34258,31438,33424,30536,32487,13.3,12.1,1.8,185006961302.299,35351.3807065346,2.0836084238285,77.83,72.72,443457,17.3695855909297,1736761,1790219,67.3940662418512,3526983,467764,15.2363481672191,2647983,50.598017202944,5233373,3.02763407299729
1996,Denmark,DNK,8.1858,48.729893632654,33863,35105,34422,35758,33912,35534,33242,35056,32452,34374,31583,33540,12.9,11.6,1.75,187632400365.599,35650.7243420099,2.12629802275579,78.26,73.05,451644,17.5883848475507,1742929,1795758,67.2359872575102,3538680,467532,15.1756278949392,2662105,50.5808055290563,5263074,2.90006833454601
1997,Denmark,DNK,8.007,49.065175015788,32978,34395,33607,35285,34469,35907,34016,35672,33381,35186,32609,34501,12.8,11.3,1.75,173537588008.176,32835.9287666102,2.18216677907117,78.46,73.55,458966,17.8129495912148,1746919,1798514,67.0847456406764,3545423,466388,15.1023047681087,2672273,50.56343533648,5284991,3.26087979362235
1998,Denmark,DNK,7.7292,49.3966500367421,31937,33609,33129,34907,33830,35680,34520,36054,34123,35808,33524,35315,12.5,11,1.72,176992000955.11,33368.1548509045,1.84565122007891,78.7,73.7,466080,18.0435399053539,1750178,1800252,66.9359115640599,3550427,464854,15.0205485305862,2681113,50.5468098513691,5304219,2.21816188799899
1999,Denmark,DNK,7.4514,49.7075220589187,31017,32903,32609,34461,33667,35496,34254,36067,34557,36188,34216,35930,12.4,11.1,1.73,177965224620.854,33440.8016200638,2.49779544404528,78.8,74,473056,18.2678557939514,1753024,1801772,66.7969177195424,3554798,463111,14.9352264865062,2689192,50.5316369306383,5321799,2.94800709905887
2000,Denmark,DNK,7.1736,49.9772770936251,30421,32393,32176,34037,33414,35201,34189,35934,34556,36285,34570,36301,12.6,10.9,1.77,164158800460.219,30743.5591735847,2.90328203236457,79,74.3,479778,18.4694658160703,1756217,1804068,66.6767767656445,3560284,461506,14.8537574182851,2697501,50.518629549359,5339616,3.74690021235362
2001,Denmark,DNK,6.8958,50.2405937421235,30283,32170,30876,32782,32355,34182,33420,35195,34108,35855,34458,36194,12.2,10.9,1.74,164791416350.267,30751.6494603843,2.33787000255261,79.2,74.5,483708,18.5578852950936,1760643,1806148,66.5599054284926,3566801,462266,14.8822092764138,2706617,50.5080477837217,5358783,0.823149300299249
2002,Denmark,DNK,6.618,50.5052600517984,30457,32134,31751,33388,31300,33141,32501,34295,33392,35157,33993,35743,11.9,10.9,1.72,178635160297.415,33228.6929087101,2.42443661219694,79.2,74.7,487965,18.6522076659828,1764157,1807751,66.4428665792759,3571923,462690,14.9049257547413,2714812,50.4993859810103,5375931,0.466344928484119
2003,Denmark,DNK,6.4682,50.7584664658259,30856,32277,31657,33132,32334,33867,31709,33490,32633,34399,33350,35108,12,10.7,1.76,218095997085.477,40458.7706402839,2.07507820646504,79.5,74.9,491695,18.7258584049506,1766739,1808880,66.3312646371762,3575636,463346,14.9428769578731,2721780,50.4914638438543,5390574,0.390073865051036
2004,Denmark,DNK,6.3184,50.9987050124539,31335,32566,31641,32997,31982,33446,32341,33898,32127,33851,32774,34514,12,10.3,1.78,251373036671.062,46511.6045710347,1.15435693124937,79.9,75.2,494121,18.7531893415237,1769113,1810066,66.2257316212951,3579185,465095,15.0210790371812,2728329,50.4823280867498,5404523,2.66819345941687
2005,Denmark,DNK,6.1686,51.2416651387425,31771,32956,31688,33008,31756,33190,31945,33475,32224,33832,32564,34235,11.9,10.1,1.8,264467308109.19,48799.8203703247,1.81781458291257,80.2,75.6,495050,18.7279566453486,1771681,1811611,66.1193477620127,3583293,468498,15.152695592638601,2735229,50.4707655401875,5419432,2.33666449082062
2006,Denmark,DNK,6.0188,51.5684331947533,32152,33454,31740,32952,31705,33024,31799,33216,31998,33502,32274,33856,12,10.2,1.85,282884912894.33,52026.9931124155,1.92422138464588,80.4,75.9,494502,18.6341575771958,1774509,1812820,65.9768018054836,3587338,474457,15.3890406173205,2743469,50.4567156952603,5437272,3.91298015188963
2007,Denmark,DNK,5.869,51.8914545729122,32535,34093,31992,33493,31721,32960,31733,33051,31854,33252,32062,33541,11.7,10.2,1.84,319423370134.284,58487.0450116405,1.69326586220319,80.5,76,493293,18.5055385261712,1779487,1816117,65.836495606821,3595619,481994,15.6579658670077,2754774,50.4404602593072,5461438,0.909252995846572
2008,Denmark,DNK,5.5824,52.2257696604804,32763,34626,32160,33825,31789,33313,31714,32981,31772,33091,31920,33303,11.8,9.9,1.89,353361056079.716,64322.0666441526,3.41626794258375,80.7,76.3,491830,18.3476830256494,1786824,1822021,65.6919001163194,3608864,491353,15.9604168580313,2770007,50.422251409702596,5493621,-0.512025221805743
2009,Denmark,DNK,5.2958,52.5777966244504,32627,34721,32124,33928,31802,33391,31640,33083,31715,33018,31821,33148,11.4,9.9,1.84,321241396034.248,58163.2935943068,1.30470991024336,80.8,76.5,489350,18.1623925824314,1792751,1827091,65.5403372184697,3619855,501660,16.297270199099,2783761,50.4021936718055,5523095,-4.90652555809709
2010,Denmark,DNK,5.0092,52.9459492095595,32008,34172,31777,33646,31643,33291,31595,33088,31625,33021,31721,33070,11.4,9.8,1.87,321995350346.501,58041.4112245601,2.31092436974789,81.2,77.1,485724,17.9497210002657,1796500,1830717,65.3825742001035,3627218,512733,16.6677047996307,2794956,50.3805954041235,5547683,1.87099263866214
2011,Denmark,DNK,4.7226,53.4751386162482,30738,32736,31981,34118,31871,33766,31799,33502,31767,33323,31777,33229,10.6,9.4,1.75,344003209695.606,61753.6600721804,2.75868226051246,81.9,77.8,483562,17.8105609781917,1798000,1831615,65.1571332537924,3629625,523609,17.0323057680159,2805171,50.3569579164555,5570572,1.33677466666225
2012,Denmark,DNK,4.436,53.9839081137156,28981,30656,29945,31631,31980,34103,31990,33925,31980,33750,31963,33595,10.4,9.4,1.73,327148899962.146,58507.5002096272,2.39791485664639,82.1,78.1,478671,17.5685569968595,1798813,1832448,64.941860672363,3631271,536873,17.4895823307775,2814357,50.3321266424758,5591572,0.226468475871513
2013,Denmark,DNK,4.3734,54.5870369972694,27147,28432,28809,30336,30108,31803,31985,34098,32116,34095,32167,34010,10,9.3,1.67,343584385594.132,61191.1926260428,0.789071780078061,82.4,78.3,472951,17.285236466526,1799254,1832961,64.6884778274995,3632214,552560,18.0262857059745,2824765,50.3080980294497,5614932,0.933349281516229
2014,Denmark,DNK,4.3108,55.2873178939606,25808,26774,27910,29298,29553,31242,30790,32673,31972,34069,32224,34240,10.1,9.1,1.69,352993633221.281,62548.9850174371,0.564020540449518,82.8,78.7,468415,17.0330093288846,1800406,1833814,64.3967581428673,3634215,569158,18.5702325282481,2837979,50.2877865506575,5643475,1.61937497071034
2015,Denmark,DNK,4.2482,55.9833595296141,25362,26180,27472,28783,29134,30799,30397,32296,31313,33341,31932,34002,10.2,9.2,1.71,302673037998.602,53254.8505904922,0.452034153691623,82.7,78.8,466354,16.843159986605,1805396,1838248,64.109395915935,3643647,585517,19.04744409746,2857267,50.2731645834414,5683483,2.34262027436762
2016,Denmark,DNK,4.1856,56.3115025198636,26086,26994,25941,26891,27679,29035,29111,30767,30262,32125,31160,33147,10.8,9.2,1.79,311988101661.744,54467.1014299458,0.249999999999997,82.8,79,463245,16.5943377562865,1815652,1848836,63.9748103510759,3664484,600279,19.4308518926376,2879175,50.2648433515696,5728010,2.39968219011206
2017,Denmark,DNK,4.123,56.6476152797304,27693,28853,28333,29760,26480,27549,27844,29229,29042,30672,30079,31888,10.6,8.2,1.79,329865537183.471,57218.8519619271,1.14713216957606,82.9,79.2,463011,16.4851939051384,1823679,1856545,63.8375415165924,3680222,610928,19.6772645782692,2897618,50.2624115491429,5764980,2.26236630931515
2018,Denmark,DNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Finland,FIN,29.014,60.6031490969949,42690,44793,40666,42529,39609,41311,39367,40976,39789,41361,40723,42304,18.5,9,2.72,5224102195.52771,1179.35301099994,3.41812725350791,72.4,65.41,659847,30.4066666817,1432559,1325559,62.2652826980623,2758124,203691,7.32805062023772,2296097,51.8349034511172,4429634,NA
1961,Finland,FIN,29.278,60.0225631202392,43348,45396,41891,43899,40349,42168,39602,41292,39524,41139,39991,41575,18.4,9.1,2.72,5921659485.03284,1327.427224366,1.69100191533953,72.24,65.61,656681,30.054436516806,1445808,1341931,62.4911784909394,2787735,208373,7.45438499225453,2310862,51.8013824815685,4461005,7.60467047924432
1962,Finland,FIN,29.542,58.8117695105113,42997,44891,40412,42147,41134,43059,40074,41859,39635,41324,39720,41352,18.1,9.5,2.68,6340580854.39073,1411.70239818044,4.38398278172672,72.24,65.09,647646,29.4387835735483,1464028,1364123,62.967620154365,2828155,213605,7.59359627208664,2325279,51.7713196413016,4491443,2.98194553610325
1963,Finland,FIN,30.41,57.2122947395348,41880,43561,39993,41622,38846,40446,40400,42246,39822,41578,39691,41384,18.2,9.3,2.68,6885920328.66187,1522.3192420995,4.99638188645286,72.68,65.52,634866,28.6477968942812,1486340,1390861,63.6082519319617,2877198,219405,7.74395117375705,2340611,51.7455395032803,4523309,3.2850996357034
1964,Finland,FIN,31.278,55.6535213089487,40413,41881,39382,40903,38770,40334,38529,40128,39646,41405,39550,41269,17.7,9.3,2.59,7766655085.78588,1707.50393824701,10.2758607417486,72.96,65.66,621011,27.8579213091884,1506621,1415604,64.2452627213647,2922223,225112,7.89681596944688,2352743,51.7252019119829,4548543,5.23868659789348
1965,Finland,FIN,32.146,54.3482679608695,38933,40236,38606,40033,38448,39969,38446,40034,38587,40219,38857,40515,17.1,9.7,2.48,8589340019.02985,1882.08685764849,4.94058806755301,72.85,65.29,607700,27.161155347877,1521799,1434975,64.7885412548882,2956775,230458,8.05030339723477,2359957,51.7111135042564,4563732,5.30285780228266
1966,Finland,FIN,33.014,53.5194005971374,37523,38754,38460,39817,38312,39772,38281,39818,38361,39953,38543,40172,17,9.5,2.41,9208524504.87684,2010.21345619725,3.87365401861326,73.17,65.96,597136,26.5947482217757,1534037,1449868,65.1383560552398,2983903,237287,8.26689572298447,2368460,51.7032862087068,4580869,2.3728230152817398
1967,Finland,FIN,33.882,52.7942904971332,36082,37290,36643,38007,37987,39389,38018,39501,38115,39658,38275,39862,16.8,9.5,2.32,9368954010.3132,2034.18904965478,5.37778183372857,73.59,65.93,588441,26.0703787775767,1548086,1466257,65.447464355576,3014343,244718,8.48215686684729,2381245,51.7016296696639,4605744,2.16882888287419
1968,Finland,FIN,32.7628,52.1704623197558,34641,35863,35494,36850,36210,37667,37524,38965,37734,39235,37957,39501,15.9,9.7,2.14,8823033880.32993,1907.07727217667,9.19166799519519,73.55,65.87,579951,25.5833665649113,1559809,1480512,65.7157864216643,3040320,252270,8.7008470134244,2392030,51.7031376217044,4626469,2.30328998355667
1969,Finland,FIN,31.6436,51.5961949675843,33217,34472,34309,35669,35238,36678,36024,37522,37094,38578,37483,39004,14.6,9.9,1.93,10070766720.5011,2178.03525044982,2.2056109352125,73.56,65.64,568633,25.103058378412,1562933,1487134,65.9647083600574,3050066,259120,8.93223326153061,2390686,51.7040847131503,4623785,9.59328778480032
1970,Finland,FIN,30.5244,51.0503131805377,31839,33131,33145,34517,34266,35700,35222,36701,36030,37543,36710,38245,14,9.6,1.83,11365953567.3839,2467.47634653616,2.7404204305122,74.4,66.16,555369,24.615544386547,1560385,1489138,66.2031157111123,3049519,265786,9.1813399023408,2381540,51.7017191831089,4606307,5.33390779168666
1971,Finland,FIN,29.4052,50.4793872925988,30334,31649,31954,33268,33182,34561,34252,35682,35179,36647,35975,37473,13.2,9.9,1.68,12536710287.0134,2718.20755188138,6.47576543061844,74.32,65.92,543564,24.0595716921056,1565980,1498969,66.4542768146058,3064954,274689,9.48615149328852,2384233,51.6949062842447,4612124,2.35692031222435
1972,Finland,FIN,28.286,49.9211724702405,28903,30248,30566,31951,32116,33458,33268,34661,34289,35722,35188,36652,12.7,9.5,1.58,14754136507.0261,3180.00587263802,6.66249783515333,75.02,66.6,534064,23.5024849650798,1578596,1516133,66.7017259305827,3094731,285322,9.79578910433758,2397982,51.68445644046,4639657,7.7354855177018
1973,Finland,FIN,27.3324,49.3906019382662,27763,29140,29469,30869,30983,32401,32300,33674,33377,34786,34349,35788,12.2,9.3,1.49,19486826979.9284,4176.27276078757,10.7544718831369,75.69,66.97,524566,22.9600492443946,1590364,1533046,66.9386044911983,3123410,296153,10.1013462644071,2411083,51.6725448887273,4666081,6.98382797549191
1974,Finland,FIN,26.3788,48.9102628816985,27198,28604,28738,30150,30142,31562,31418,32845,32472,33874,33473,34895,13.3,9.5,1.61,24867278714.3532,5301.54277799545,16.9363999989274,75.55,66.93,515606,22.4555783534403,1600872,1549064,67.1545522783685,3149934,306777,10.3898693681912,2423255,51.6622179960679,4690574,3.23653361293866
1975,Finland,FIN,25.4252,48.489978098907,27385,28812,28494,29915,29575,30994,30625,32042,31637,33056,32608,34031,13.9,9.3,1.68,29494515597.22,6260.19127850933,17.8113972340213,76.14,67.42,507357,22.001551682448,1609519,1563385,67.3446076491884,3172901,316850,10.6538406683636,2433726,51.6556736284062,4711440,1.80489770440417
1976,Finland,FIN,24.4716,48.2032291540241,28568,30026,27613,29044,28536,29961,29509,30930,30513,31932,31530,32951,14.1,9.5,1.7,31873171718.726,6744.69698199575,14.3426930852258,76.31,67.53,497702,21.5270580218936,1614946,1573699,67.4749077873462,3188637,328318,10.9980341907602,2440965,51.6533767936682,4725664,0.344382966187197
1977,Finland,FIN,23.518,48.1169169296819,30485,31960,29813,31268,27788,29215,28524,29942,29386,30799,30343,31754,13.9,9.3,1.68,33524682307.8058,7074.35652980497,11.7933469184053,76.96,67.96,490882,21.1760143183007,1617875,1581561,67.5142386703665,3199434,339091,11.3097470113328,2447847,51.654301128161,4738902,0.239510404024657
1978,Finland,FIN,22.1426,48.0999688376441,32662,34146,30940,32402,29801,31243,27941,29358,28488,29896,29239,30641,13.5,9.2,1.64,36283091407.9422,7634.48240766645,7.79935074552146,77.43,68.58,485653,20.8913063032391,1620076,1588918,67.5219597448811,3209000,349245,11.5867339518798,2454974,51.6561740267863,4752528,2.91970808964352
1979,Finland,FIN,20.7672,47.9929269376765,34450,35946,31975,33447,30218,31669,29102,30534,28110,29523,28470,29872,13.3,9.2,1.64,44498283620.8213,9339.17707570089,7.4669615131074,77.55,68.97,480162,20.605028561129,1622525,1597012,67.5708002670107,3219539,358559,11.8241711718603,2461246,51.6559600330389,4764690,7.12192639417022
1980,Finland,FIN,19.3918,47.7452438713762,35396,36911,32677,34167,30683,32151,29341,30789,28577,30007,28318,29734,13.2,9.3,1.63,53685049410.2646,11232.274564422,11.5946192492108,77.85,69.24,474308,20.2965263041161,1627132,1607851,67.684075348724,3234984,367287,12.0193983471599,2468727,51.6520346590308,4779535,5.38904742478113
